,name,cate_1,cate_2,cate_3,state,dong,lon,lat
9480,싱싱회수산,일식/수산물,수산물전문음식점-종합,한식 음식점업,성북구,정릉3동,37.608541398570104,127.00774788570101
9521,동마곱창,한식,곱창/양구이전문,한식 음식점업,동대문구,용신동,37.5765852308866,127.040901530319
9585,소한마리정육식당,한식,한식/백반/한정식,한식 음식점업,성북구,정릉3동,37.6078556023074,127.00335123269
9606,차포차,유흥주점,소주방/포장마차,기타 주점업,동대문구,장안1동,37.567520121414205,127.068966366391
9616,시장순대집,별식/퓨전요리,순대전문점,한식 음식점업,성북구,정릉2동,37.6085352738146,127.009163714129
9640,카페시카고,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,휘경2동,37.5893097628269,127.06243332772301
9688,대가참치,일식/수산물,참치전문점,일식 음식점업,동대문구,장안1동,37.562613590114495,127.066073152509
9703,전곡시장,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,동대문구,장안2동,37.577806029178205,127.068453380243
9716,청정신낙지,일식/수산물,낙지/오징어,한식 음식점업,성북구,월곡1동,37.6039767921767,127.0364615218
9732,코와핀,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,청량리동,37.5808848974878,127.045556250849
9800,백죠다방,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,전농1동,37.5853394609063,127.051568234697
9858,용쓰포차,유흥주점,소주방/포장마차,기타 주점업,성북구,종암동,37.6006849204905,127.036084960499
9886,세븐일레븐,종합소매점,편의점,체인화 편의점,동대문구,장안2동,37.577381084630105,127.073994794064
9894,파스타리오,양식,스파게티전문점,서양식 음식점업,성북구,안암동,37.585373723644295,127.029183231296
9910,포비아워스,양식,정통양식/경양식,서양식 음식점업,동대문구,휘경1동,37.5905977644527,127.058974886664
9939,GS25,종합소매점,편의점,체인화 편의점,동대문구,이문1동,37.593894414354,127.05769908119301
9945,샤브샤브홍학식당,별식/퓨전요리,샤브샤브전문,한식 음식점업,동대문구,회기동,37.591680976024605,127.05134055817801
9950,롭스,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,성북구,안암동,37.5859595247512,127.029198268427
9963,닭&DUCK푸드,닭/오리요리,후라이드/양념치킨,치킨 전문점,동대문구,답십리1동,37.570118841479704,127.05694592478201
9983,버섯동네큰잔치,별식/퓨전요리,샤브샤브전문,한식 음식점업,성북구,보문동,37.5799619226062,127.02196235653099
10071,코사마트,종합소매점,수퍼마켓,슈퍼마켓,동대문구,회기동,37.5907266437044,127.054806282869
10082,돈컷일본식돈가스,양식,돈가스전문점,서양식 음식점업,동대문구,전농1동,37.584177586785394,127.05274917487199
10137,별분식,분식,라면김밥분식,분식 및 김밥 전문점,성북구,성북동,37.593230910487,127.01182390106199
10163,현통상,종합소매점,잡화점,그외 기타 종합 소매업,동대문구,용신동,37.576552062677,127.033520563293
10220,바비박스,패스트푸드,도시락전문점,한식 음식점업,성북구,정릉3동,37.610184409786,126.998517838776
10230,공릉동원조멸치국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,성북구,성북동,37.593086493098795,127.002155428356
10338,한스갤러리,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,정릉3동,37.6041203528784,126.998508540334
10342,보문손칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,성북구,보문동,37.579305076883294,127.02207284276001
10357,아레나,종합소매점,백화점,백화점,성북구,길음2동,37.6083915431599,127.028725560472
10377,전주식당,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.5800027780413,127.03679320969201
10517,미락숯불구이,한식,갈비/삼겹살,한식 음식점업,성북구,월곡2동,37.609058928048206,127.05207126595501
10557,작렬곱창,한식,곱창/양구이전문,한식 음식점업,성북구,월곡2동,37.6073583104027,127.046769707295
10590,블럭업,취미/오락관련소매,완구점,"게임용구, 인형 및 장난감 소매업",성북구,정릉1동,37.6008036042171,127.014453025656
10594,예리피아노,취미/오락관련소매,악기판매,악기 소매업,성북구,돈암2동,37.5944635800327,127.012690860711
10612,목포식당,한식,한식/백반/한정식,한식 음식점업,동대문구,청량리동,37.5810895528002,127.045236626448
10642,봉봉램스타,일식/수산물,음식점-일식,일식 음식점업,동대문구,장안1동,37.562190049755394,127.06606712062599
10683,멕시칸치킨월곡치킨나라점,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,월곡1동,37.606112092409205,127.034236805539
10686,동해랑감자탕,한식,해장국/감자탕,한식 음식점업,성북구,보문동,37.5806932823415,127.022145259333
10747,양평순대국,별식/퓨전요리,순대전문점,한식 음식점업,동대문구,제기동,37.5802732373996,127.040129632407
10793,답십리고미술품상가2동,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,동대문구,답십리1동,37.569197568427704,127.05104847199101
10819,김밥천국,분식,라면김밥분식,분식 및 김밥 전문점,성북구,석관동,37.604916161740896,127.06021022440001
10869,배스킨라빈스31,패스트푸드,아이스크림판매,제과점업,동대문구,용신동,37.5745404145486,127.03875415289
10942,롯데리아,패스트푸드,패스트푸드,그외 기타 음식점업,성북구,석관동,37.6100842313001,127.057460874542
10953,토프레소,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,정릉4동,37.6114926015059,127.008320302649
10959,올리브영,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,동대문구,장안1동,37.57198664307229,127.07091449302601
10972,GS25,종합소매점,편의점,체인화 편의점,동대문구,용신동,37.57429768295329,127.03771575811199
10979,지금보고싶다,유흥주점,호프/맥주,기타 주점업,성북구,안암동,37.584415109957,127.029852376314
10986,밀탑,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,길음2동,37.6083915431599,127.028725560472
11060,태평양,요가/단전/마사지,안마시술소,마사지업,성북구,삼선동,37.589716617186106,127.01502951988701
11074,커피스모키,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,답십리1동,37.573183514798004,127.050341298556
11212,무학성,유흥주점,룸살롱/단란주점,일반유흥 주점업,성북구,장위2동,37.6111750631945,127.056405077237
11214,두정푸드,한식,한식/백반/한정식,한식 음식점업,성북구,장위2동,37.611313846133896,127.051238468446
11216,더후라이팬,닭/오리요리,후라이드/양념치킨,치킨 전문점,성북구,종암동,37.6019072022586,127.03349841647801
11217,만남의광장,유흥주점,룸살롱/단란주점,일반유흥 주점업,성북구,삼선동,37.5906113203314,127.01427039321699
11259,배트맨노래연습장,무도/유흥/가무,노래방,노래연습장 운영업,동대문구,답십리1동,37.572686021961296,127.056845630299
11267,동덕털보곱창,한식,곱창/양구이전문,한식 음식점업,성북구,월곡2동,37.606253474126206,127.048312771524
11273,춘천닭갈비,닭/오리요리,닭갈비전문,한식 음식점업,동대문구,장안1동,37.5663286740526,127.066422958844
11275,만랩커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,용신동,37.5762056970661,127.02427570588002
11298,엘에스씨푸드티타임동아,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,동대문구,용신동,37.5735285048542,127.02960871859399
11427,허갈닭강정&카페,닭/오리요리,후라이드/양념치킨,치킨 전문점,동대문구,휘경1동,37.5905277439097,127.05810387500401
11493,감구당,제과제빵떡케익,제과점,제과점업,성북구,정릉4동,37.610722077668704,127.008840218024
11523,영화루,중식,중국음식/중국집,중식 음식점업,성북구,안암동,37.585505254919504,127.029838228279
11571,33떡볶이,분식,떡볶이전문,분식 및 김밥 전문점,성북구,길음1동,37.605047834341704,127.022075690652
11593,다시찾고싶은집,한식,한식/백반/한정식,한식 음식점업,동대문구,용신동,37.5731891756418,127.025605616331
11602,크림탑커피,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,성북구,삼선동,37.5887345974292,127.01720515066499
11668,중국성,중식,중국음식/중국집,중식 음식점업,성북구,석관동,37.6080167878783,127.06147369604099
11713,야순네식당,한식,한식/백반/한정식,한식 음식점업,동대문구,제기동,37.591014370980204,127.039108476276
11776,부부횟집,일식/수산물,횟집,한식 음식점업,동대문구,장안2동,37.578071656355704,127.072435208073
11827,미주호프,유흥주점,호프/맥주,기타 주점업,동대문구,장안2동,37.568110469194,127.070702283472
11894,한울감자국,한식,부대찌개/섞어찌개,한식 음식점업,성북구,석관동,37.607010694052896,127.061860088828
11935,동네커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,길음1동,37.6093585211265,127.019267005594
11976,청훈칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,성북구,길음2동,37.609823323398,127.029714971651
11997,성북천흑돼지,한식,갈비/삼겹살,한식 음식점업,성북구,삼선동,37.5884635013905,127.00956573230101
12106,지세븐,한식,한식/백반/한정식,한식 음식점업,동대문구,전농1동,37.5794289639653,127.044906862462
12124,뚝배기감자탕,한식,해장국/감자탕,한식 음식점업,동대문구,회기동,37.5921565516338,127.053338786325
12171,왕돈가스전문점패티앤빅,양식,돈가스전문점,서양식 음식점업,성북구,장위2동,37.6117934456926,127.058243485588
12209,투썸,유흥주점,기타일반유흥주점,일반유흥 주점업,동대문구,장안1동,37.562369614858,127.065985645852
12215,시골할머니밥집,한식,한식/백반/한정식,한식 음식점업,동대문구,청량리동,37.58060169508121,127.043963496077
12224,예그리나,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,종암동,37.5925542756354,127.036789990417
12250,세븐일레븐,종합소매점,편의점,체인화 편의점,동대문구,제기동,37.57864733143929,127.037422030566
12269,닭한마리,분식,국수/만두/칼국수,분식 및 김밥 전문점,성북구,안암동,37.58747525515879,127.029439006961
12313,하비에르카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,성북동,37.5935277639149,126.99999803427099
12425,성원노래연습실,놀이/여가/취미,기타오락관련산업,그외 기타 분류안된 오락관련 서비스업,성북구,종암동,37.5994557719485,127.029034255216
12434,린첸즈키친,유흥주점,호프/맥주,기타 주점업,동대문구,이문1동,37.595812584905296,127.06095887922399
12474,유재원현악공방,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,성북구,길음1동,37.6034553919939,127.024542784767
12582,커피앤두,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,성북구,정릉1동,37.6104746506648,127.01480112167201
12619,세븐일레븐성북성신점,종합소매점,편의점,체인화 편의점,성북구,동선동,37.5926215895144,127.020879490971
12727,토성옛골식당,한식,한식/백반/한정식,한식 음식점업,성북구,석관동,37.6112381345069,127.06205616897101
12732,돈돈,한식,한식/백반/한정식,한식 음식점업,성북구,석관동,37.6112381345069,127.06205616897101
12762,석관황금시장,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,성북구,석관동,37.6096263326225,127.062189672816
12809,한가네음식백화점,한식,한식/백반/한정식,한식 음식점업,성북구,정릉4동,37.611134510716894,127.008596890552
12819,부산조방낙지,일식/수산물,낙지/오징어,한식 음식점업,동대문구,전농1동,37.582817330172404,127.05278905476001
12828,고창풍천장어,일식/수산물,민물장어전문,한식 음식점업,동대문구,제기동,37.58183886111561,127.043189104361
12841,반도상사,종합소매점,잡화점,그외 기타 종합 소매업,성북구,월곡1동,37.6037799437484,127.034425510658
12856,안나비니카페,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,성북구,정릉3동,37.6041203528784,126.998508540334
12859,고려막창,한식,곱창/양구이전문,한식 음식점업,성북구,종암동,37.5951241912977,127.03702864053301
12868,민지네도시락,패스트푸드,도시락전문점,한식 음식점업,동대문구,청량리동,37.5877427583569,127.04122261787501
